run_id,scenario,window_start,window_end,window_duration_s,TcPacketRate,MidPacketRate,HnaPacketRate,TcBytesPerSecond,MidBytesPerSecond,HnaBytesPerSecond,DataPacketRate,DataBytesPerSecond,PerNodeTcRateStd,PerNodeTcBytesStd,PerNodeTcBytesGini,TcMessageSizeMean,TcMessageSizeStd,TcMessageSizeP95,TcMessageSizeMax,AdvertisedLinksPerTcMean,AdvertisedLinksPerTcStd,AdvertisedLinksPerTcP95,AdvertisedLinksPerTcMax,TcAnsnIncrementMean,TcAnsnSkipCount,NumDistinctTcSenderNodesPerWindow,TcMessageContentEntropy,TcVtimeMean,TcVtimeStd,NumDistinctAddressesInTcAdvertisements,NumDistinctTcSenderAddresses,NumPhantomAddresses,NumAsymmetricAdvertisements,NumEphemeralAddresses,MprSelectorCountPerTcMean,MprSelectorCountPerTcStd,NumberOfMprChurnEvents,NumDistinctMprSetsObserved,ObservedHopCountMean,ObservedHopCountStd,ObservedHopCountMax,NumPathChangesPerFlow,NumDistinctNextHopsPerSource,RtsRateLocal,CtsRateLocal,AckRateLocal,Layer2RetransmissionRate,ChannelBusyTimeFraction,AckDelayMean,AckDelayStd,InterFrameSpacingMean,PacketsDeliveredCount,PacketsSentCount,EndToEndLatencyMean,EndToEndLatencyStd,JitterMean,ThroughputBitsPerSecond,TcInterArrivalMean,TcInterArrivalStd,TcInterArrivalP95,TcBurstinessHurst,ControlMessageInterArrivalSkew,ControlMessageInterArrivalKurtosis,TcSenderAddressEntropy,TcAdvertisedAddressEntropy,PacketSizeDistributionSkew,PacketSizeDistributionKurtosis,TcPayloadByteDistributionEntropy,AdvertisedAverageDegree,AdvertisedDegreeStd,AdvertisedDegreeSkew,AdvertisedDegreeKurtosis,NumberOfDegreeOneNodes,AdvertisedClusteringCoefficient,NumberOfTrianglesInAdvertisedGraph,AdvertisedConnectivityComponents,AdvertisedDiameter,AdvertisedRadius,AdvertisedGraphDensity,BetweennessCentralityMean,BetweennessCentralityStd,BetweennessCentralityMax,ClosenessCentralityMean,ClosenessCentralityStd,EdgePersistenceMean,EdgeEmergenceWithinWindowRate,EdgeChurnWithinWindowRate,NumberOfHexagonalCycles,NumberOfShortCycles,AdvertisedSpectralRadius
8,defense_only,320.000000,360.000000,40.000000,115.875000,0.000000,0.000000,3763.700000,0.000000,0.000000,0.450000,243.000000,0.141585,33.430198,0.133698,32.480690,8.156414,48.000000,52.000000,4.120173,2.039103,8.000000,9.000000,0.000000,0,27,4.754109,15.000000,0.000000,50,27,23,56,0,4.120173,2.039103,0,27,5.000000,0.000000,5.000000,0.000000,1.000000,2.250000,2.250000,2.250000,0.000000,0.009020,0.000621,0.000000,0.035859,18,18,0.018484,0.007051,0.002204,1944.000000,0.213909,0.653919,0.347044,0.249637,25.348219,669.582877,4.754109,5.592962,14.502081,222.411716,5.592962,3.360000,1.852134,1.052719,0.498089,3,0.225095,17,1,9,7,0.068571,86.300000,88.528782,316.800195,0.223006,0.020485,36.574086,0.000000,0.000000,32,88,4.247691
8,defense_vs_attack,420.000000,460.000000,40.000000,111.275000,0.000000,0.000000,3722.100000,0.000000,0.000000,0.450000,243.000000,0.131562,38.338494,0.148519,33.449562,9.229000,52.000000,56.000000,4.362390,2.307250,9.000000,10.000000,0.316384,7,26,4.699763,15.000000,0.000000,50,26,24,58,0,4.362390,2.307250,0,26,5.000000,0.000000,5.000000,0.000000,1.000000,2.275000,2.275000,2.250000,0.001276,0.004926,0.000621,0.000000,0.036877,18,18,0.010459,0.003011,0.000454,1944.000000,0.216117,0.656515,0.367443,0.268108,25.464078,682.213319,4.699763,5.555370,13.906935,207.221367,5.555370,3.440000,2.201454,1.199495,0.867966,6,0.235333,22,1,9,7,0.070204,80.520000,90.902610,305.898764,0.236145,0.025953,36.877786,0.000000,0.000000,83,128,4.928425
9,baseline,120.000000,160.000000,40.000000,98.325000,0.000000,0.000000,3379.500000,0.000000,0.000000,0.450000,243.000000,0.144174,35.388337,0.150162,34.370709,9.073975,48.000000,52.000000,4.592677,2.268494,8.000000,9.000000,0.000512,1,25,4.642882,15.000000,0.000000,50,25,24,63,0,4.592677,2.268494,0,25,6.000000,0.000000,6.000000,0.000000,1.000000,2.850000,2.850000,2.850000,0.000000,0.012190,0.000714,0.000000,0.036811,18,18,0.027024,0.011264,0.003015,1944.000000,0.233764,0.734507,0.337104,0.249266,23.341586,552.991492,4.642882,5.548548,13.273365,186.740402,5.548548,3.560000,2.192350,1.046722,0.015891,5,0.407984,30,1,9,5,0.072653,80.620000,117.130985,462.500216,0.239103,0.038646,36.566073,0.000000,0.000000,144,182,5.044430
9,attack_only,220.000000,260.000000,40.000000,96.475000,0.000000,0.000000,3364.300000,0.000000,0.000000,0.450000,243.000000,0.206746,37.733047,0.159063,34.872247,10.154393,52.000000,56.000000,4.718062,2.538598,9.000000,10.000000,0.365154,7,25,4.641731,15.000000,0.000000,50,25,24,69,0,4.718062,2.538598,0,25,0.000000,0.000000,0.000000,0.000000,0.000000,1.850000,1.800000,1.800000,0.000000,0.003020,0.000621,0.000000,0.042520,0,18,0.000000,0.000000,0.000000,0.000000,0.238522,0.739886,0.394570,0.277288,23.032697,555.422886,4.641731,5.529455,12.852001,177.600264,5.529455,3.760000,2.412965,1.016848,-0.102714,5,0.426619,38,1,8,4,0.076735,69.500000,117.576439,632.591040,0.269345,0.050044,36.772607,0.000000,0.000000,231,266,5.433792
9,defense_only,320.000000,360.000000,40.000000,100.325000,0.000000,0.000000,3442.800000,0.000000,0.000000,0.450000,243.000000,0.691985,42.499635,0.178231,34.316471,9.160774,48.000000,52.000000,4.579118,2.290194,8.000000,9.000000,0.002007,2,26,4.707308,15.000000,0.000000,50,26,23,60,0,4.579118,2.290194,5,29,6.000000,0.000000,6.000000,0.000000,1.000000,2.750000,2.700000,2.700000,0.000000,0.008769,0.000621,0.000000,0.037272,18,18,0.020349,0.007025,0.002025,1944.000000,0.228839,0.744141,0.355198,0.275844,23.680202,574.064600,4.665504,5.555839,13.356398,189.608347,5.555839,3.600000,2.218107,1.005032,-0.109855,5,0.417222,32,1,9,5,0.073469,80.600000,117.329609,462.200216,0.239171,0.038735,36.013598,0.000000,0.025000,159,199,5.048191
9,defense_vs_attack,420.000000,460.000000,40.000000,98.525000,0.000000,0.000000,3465.700000,0.000000,0.000000,0.450000,243.000000,0.185456,36.247334,0.150021,35.175844,9.886377,52.000000,56.000000,4.793961,2.471594,9.000000,10.000000,0.360572,9,25,4.852569,15.000000,0.000000,50,25,24,72,0,4.793961,2.471594,9,34,0.000000,0.000000,0.000000,0.000000,0.000000,10.650000,10.475000,10.300000,0.006903,0.030767,0.000701,0.000141,0.016807,0,18,0.000000,0.000000,0.000000,0.000000,0.234211,0.734304,0.432609,0.273619,23.172236,567.726652,4.642250,5.523807,13.035147,182.370071,5.523807,4.000000,2.553429,0.886574,-0.243969,5,0.454027,55,1,8,4,0.081633,68.880000,118.110458,639.819544,0.271559,0.051585,34.769353,0.150000,0.025000,550,497,6.077294
12,baseline,120.000000,160.000000,40.000000,155.575000,0.000000,0.000000,4841.300000,0.000000,0.000000,0.450000,243.000000,0.205216,42.367707,0.163911,31.118753,9.348496,52.000000,52.000000,3.779688,2.337124,9.000000,9.000000,0.000485,1,34,5.029488,15.000000,0.000000,50,34,16,59,0,3.779688,2.337124,0,34,3.000000,0.000000,3.000000,0.000000,1.000000,1.425000,1.425000,1.425000,0.000000,0.006095,0.000715,0.000000,0.038591,18,18,0.011274,0.005026,0.001296,1944.000000,0.199461,0.689186,0.321553,0.254797,29.264542,875.867536,5.086005,5.533939,15.715552,273.310041,5.533939,3.760000,2.112439,1.016995,0.588495,5,0.251492,29,1,10,5,0.076735,76.300000,102.263150,453.242419,0.251637,0.046630,36.414201,0.000000,0.000000,292,239,5.436158
12,attack_only,220.000000,260.000000,40.000000,142.875000,0.000000,0.000000,4452.800000,0.000000,0.000000,0.450000,243.000000,0.243471,45.871854,0.188414,31.165704,10.791057,52.000000,60.000000,3.791426,2.697764,9.000000,11.000000,0.247844,11,34,5.024143,15.000000,0.000000,50,34,16,63,0,3.791426,2.697764,0,34,3.000000,0.000000,3.000000,0.000000,1.000000,1.350000,1.350000,1.350000,0.000000,0.002227,0.000622,0.000000,0.038778,18,18,0.004736,0.001116,0.000227,1944.000000,0.219065,0.689734,0.379746,0.256087,27.332945,790.138179,5.085030,5.533230,14.555494,239.198466,5.533230,3.840000,2.361017,1.267342,1.141677,5,0.307416,33,1,9,5,0.078367,64.620000,109.682954,638.016667,0.285288,0.053983,36.627936,0.000000,0.000000,333,255,5.612845
12,defense_only,320.000000,360.000000,40.000000,153.625000,0.000000,0.000000,4781.300000,0.000000,0.000000,0.450000,243.000000,0.185634,41.718682,0.163247,31.123190,9.336628,52.000000,52.000000,3.780797,2.334157,9.000000,9.000000,0.000000,0,34,5.029372,15.000000,0.000000,50,34,16,59,0,3.780797,2.334157,0,34,3.000000,0.000000,3.000000,0.000000,1.000000,1.375000,1.350000,1.350000,0.000000,0.005439,0.000622,0.000000,0.040207,18,18,0.009864,0.003490,0.001354,1944.000000,0.202691,0.681766,0.387826,0.268695,28.877144,860.074697,5.086243,5.533339,15.652500,270.694802,5.533339,3.760000,2.112439,1.016995,0.588495,5,0.251492,29,1,10,5,0.076735,76.300000,102.263150,453.242419,0.251637,0.046630,36.416644,0.000000,0.000000,292,239,5.436158
12,defense_vs_attack,420.000000,460.000000,40.000000,141.150000,0.000000,0.000000,4412.300000,0.000000,0.000000,0.450000,243.000000,0.268776,46.712111,0.193527,31.259653,10.806065,52.000000,60.000000,3.814913,2.701516,9.000000,11.000000,0.249465,7,34,5.027755,15.000000,0.000000,50,34,16,63,0,3.814913,2.701516,0,34,3.000000,0.000000,3.000000,0.000000,1.000000,1.350000,1.350000,1.350000,0.000000,0.002806,0.000622,0.000000,0.039874,18,18,0.005594,0.001505,0.000227,1944.000000,0.224449,0.691950,0.441593,0.294943,26.413634,758.925304,5.084431,5.537398,14.490749,236.800608,5.537398,3.840000,2.361017,1.267342,1.141677,5,0.307416,33,1,9,5,0.078367,64.620000,109.682954,638.016667,0.285288,0.053983,36.931011,0.000000,0.000000,333,255,5.612845
18,baseline,120.000000,160.000000,40.000000,121.600000,0.000000,0.000000,4297.900000,0.000000,0.000000,0.450000,243.000000,0.299217,42.150986,0.162916,35.344572,11.406140,52.000000,68.000000,4.836143,2.851535,9.000000,13.000000,0.001655,4,30,4.902915,15.000000,0.000000,50,30,19,82,0,4.836143,2.851535,0,30,4.000000,0.000000,4.000000,0.000000,1.000000,1.925000,1.925000,1.900000,0.000000,0.008180,0.000714,0.000000,0.040944,18,18,0.016506,0.007008,0.002026,1944.000000,0.223226,0.800451,0.304274,0.226502,25.929707,679.457291,4.902915,5.510758,13.490607,204.731491,5.510758,4.600000,2.734959,0.809483,0.509709,8,0.246792,51,1,8,4,0.093878,59.040000,68.299870,245.684180,0.303814,0.055411,35.972052,0.000000,0.000000,1531,742,6.744394
18,attack_only,220.000000,260.000000,40.000000,120.175000,0.000000,0.000000,4267.500000,0.000000,0.000000,0.450000,243.000000,0.239416,57.059792,0.204002,35.510714,14.741213,68.000000,88.000000,4.877678,3.685303,13.000000,18.000000,0.293490,8,30,4.904289,15.000000,0.000000,50,30,19,86,0,4.877678,3.685303,0,30,4.000000,0.000000,4.000000,0.000000,1.000000,1.850000,1.800000,1.800000,0.000000,0.003016,0.000621,0.000000,0.043206,18,18,0.006946,0.002007,0.000670,1944.000000,0.227425,0.778659,0.373163,0.204058,25.631047,671.883228,4.904289,5.500631,12.057644,173.379786,5.500631,4.680000,3.258466,1.725742,4.206108,8,0.302995,66,1,7,4,0.095510,51.680000,91.965316,546.578750,0.333168,0.061559,36.230518,0.000000,0.000000,2367,1074,7.428477
18,defense_only,320.000000,360.000000,40.000000,120.700000,0.000000,0.000000,4268.200000,0.000000,0.000000,0.450000,243.000000,0.292542,41.378440,0.163188,35.362055,11.302454,52.000000,68.000000,4.840514,2.825614,9.000000,13.000000,0.000000,0,30,4.921320,15.000000,0.000000,50,30,19,82,0,4.840514,2.825614,1,31,4.000000,0.000000,4.000000,0.000000,1.000000,1.875000,1.875000,1.850000,0.001376,0.008012,0.000632,0.000029,0.039834,18,18,0.015660,0.006272,0.002775,1944.000000,0.224573,0.802204,0.308777,0.222889,25.903121,678.972601,4.903079,5.512977,13.501266,204.460707,5.512977,4.600000,2.734959,0.809483,0.509709,8,0.246792,51,1,8,4,0.093878,59.040000,68.299870,245.684180,0.303814,0.055411,35.915368,0.000000,0.000000,1531,742,6.744394
18,defense_vs_attack,420.000000,460.000000,40.000000,116.825000,0.000000,0.000000,4145.500000,0.000000,0.000000,0.450000,243.000000,0.202143,53.135162,0.189112,35.484699,14.350979,68.000000,88.000000,4.871175,3.587745,13.000000,18.000000,0.304760,11,30,5.025750,15.000000,0.000000,50,30,19,93,0,4.871175,3.587745,5,35,4.000000,0.000000,4.000000,0.000000,1.000000,1.875000,1.800000,1.800000,0.000000,0.004274,0.000621,0.000000,0.040913,18,18,0.008830,0.002277,0.000439,1944.000000,0.233055,0.800631,0.328871,0.217228,25.738805,673.862162,4.904944,5.494675,12.148678,173.573249,5.494675,5.000000,3.446738,1.816972,5.392851,8,0.292887,81,1,7,4,0.102041,50.280000,91.379154,552.436063,0.339881,0.063659,33.751094,0.000000,0.175000,4370,1633,7.995911
24,baseline,120.000000,160.000000,40.000000,153.725000,0.000000,0.000000,4736.500000,0.000000,0.000000,0.450000,243.000000,0.235567,34.036170,0.139217,30.811514,8.243199,48.000000,52.000000,3.702879,2.060800,8.000000,9.000000,0.000000,0,35,5.127186,15.000000,0.000000,50,35,15,59,0,3.702879,2.060800,0,35,7.000000,0.000000,7.000000,0.000000,1.000000,3.375000,3.325000,3.325000,0.000000,0.014295,0.000714,0.000000,0.029127,18,18,0.031770,0.011235,0.003407,1944.000000,0.208766,0.697986,0.355143,0.240636,28.929653,859.763750,5.127186,5.522281,16.204149,283.814061,5.522281,3.800000,1.939072,0.661646,-0.060661,5,0.246556,29,1,10,5,0.077551,76.900000,95.837639,369.750538,0.251769,0.051508,36.485922,0.000000,0.000000,311,243,5.371187
24,attack_only,220.000000,260.000000,40.000000,141.950000,0.000000,0.000000,4393.000000,0.000000,0.000000,0.450000,243.000000,0.488404,46.800715,0.190484,30.947517,10.695688,52.000000,72.000000,3.736879,2.673922,9.000000,14.000000,0.248095,7,35,5.117941,15.000000,0.000000,50,35,15,60,0,3.736879,2.673922,0,35,0.000000,0.000000,0.000000,0.000000,0.000000,1.450000,1.375000,1.350000,0.001267,0.002400,0.000621,0.000000,0.039725,0,18,0.000000,0.000000,0.000000,0.000000,0.225943,0.728987,0.418323,0.247355,28.097167,819.478929,5.117941,5.520119,14.612374,239.181438,5.520119,3.800000,2.383275,1.904114,5.138762,5,0.313020,37,1,9,5,0.077551,67.280000,113.704623,628.416667,0.278459,0.056894,36.512307,0.000000,0.000000,347,289,5.892747
24,defense_only,320.000000,360.000000,40.000000,152.025000,0.000000,0.000000,4685.100000,0.000000,0.000000,0.450000,243.000000,0.211908,33.700803,0.140222,30.817958,8.254777,48.000000,52.000000,3.704489,2.063694,8.000000,9.000000,0.000165,0,35,5.127576,15.000000,0.000000,50,35,15,59,0,3.704489,2.063694,0,35,7.000000,0.000000,7.000000,0.000000,1.000000,3.250000,3.200000,3.200000,0.000000,0.008892,0.000628,0.000023,0.029828,18,18,0.022116,0.006058,0.002616,1944.000000,0.209477,0.702034,0.344904,0.256914,28.274939,849.396654,5.127576,5.519661,16.129686,281.017376,5.519661,3.800000,1.939072,0.661646,-0.060661,5,0.246556,29,1,10,5,0.077551,76.900000,95.837639,369.750538,0.251769,0.051508,36.180093,0.000000,0.000000,311,243,5.371187
24,defense_vs_attack,420.000000,460.000000,40.000000,153.750000,0.000000,0.000000,4751.700000,0.000000,0.000000,0.450000,243.000000,0.525512,43.537183,0.171538,30.905366,10.082513,52.000000,72.000000,3.726341,2.520628,9.000000,14.000000,0.230291,7,36,5.322817,15.000000,0.000000,50,36,14,61,0,3.726341,2.520628,9,45,7.000000,0.000000,7.000000,0.000000,1.000000,1.925000,1.925000,1.900000,0.001129,0.005635,0.000649,0.000043,0.033859,2,18,0.025083,0.005609,0.011217,216.000000,0.210960,0.699552,0.363038,0.282033,29.189626,897.323197,5.156636,5.518709,15.305071,261.808880,5.518709,4.000000,2.433105,1.616220,3.962199,5,0.290447,45,1,9,5,0.081633,66.560000,106.630772,569.278632,0.280825,0.057374,35.557898,0.050000,0.025000,723,461,6.367865
28,baseline,120.000000,160.000000,40.000000,138.150000,0.000000,0.000000,4481.900000,0.000000,0.000000,0.450000,243.000000,0.189341,34.794008,0.128970,32.442273,7.219919,44.000000,52.000000,4.110568,1.804980,7.000000,9.000000,0.000000,0,30,4.905670,15.000000,0.000000,50,30,20,53,0,4.110568,1.804980,0,30,3.000000,0.000000,3.000000,0.000000,1.000000,1.450000,1.425000,1.425000,0.000000,0.006130,0.000714,0.000000,0.039500,18,18,0.011742,0.006367,0.001912,1944.000000,0.198236,0.686517,0.332483,0.247889,27.729097,786.336159,4.905670,5.543829,15.950438,268.161236,5.543829,3.520000,1.757726,0.861701,0.425727,4,0.244175,20,1,11,6,0.071837,76.140000,96.177059,397.855087,0.252033,0.045070,36.364685,0.000000,0.000000,83,103,4.521115
