run_id,scenario,window_start,window_end,defense_enabled,attack_enabled,attacker_on_path,num_attackers_label
66,defense_vs_attack,420.000000,460.000000,1,1,0,1
67,baseline,120.000000,160.000000,0,0,0,1
67,attack_only,220.000000,260.000000,0,1,0,1
67,defense_only,320.000000,360.000000,1,0,0,1
67,defense_vs_attack,420.000000,460.000000,1,1,0,1
73,baseline,120.000000,160.000000,0,0,0,1
73,attack_only,220.000000,260.000000,0,1,0,1
73,defense_only,320.000000,360.000000,1,0,0,1
73,defense_vs_attack,420.000000,460.000000,1,1,0,1
75,baseline,120.000000,160.000000,0,0,1,1
75,attack_only,220.000000,260.000000,0,1,1,1
75,defense_only,320.000000,360.000000,1,0,1,1
75,defense_vs_attack,420.000000,460.000000,1,1,0,1
77,baseline,120.000000,160.000000,0,0,0,1
77,attack_only,220.000000,260.000000,0,1,1,1
77,defense_only,320.000000,360.000000,1,0,0,1
77,defense_vs_attack,420.000000,460.000000,1,1,0,1
80,baseline,120.000000,160.000000,0,0,0,1
80,attack_only,220.000000,260.000000,0,1,0,1
80,defense_only,320.000000,360.000000,1,0,0,1
80,defense_vs_attack,420.000000,460.000000,1,1,0,1
82,baseline,120.000000,160.000000,0,0,0,1
82,attack_only,220.000000,260.000000,0,1,0,1
82,defense_only,320.000000,360.000000,1,0,0,1
82,defense_vs_attack,420.000000,460.000000,1,1,0,1
84,baseline,120.000000,160.000000,0,0,0,1
84,attack_only,220.000000,260.000000,0,1,0,1
84,defense_only,320.000000,360.000000,1,0,0,1
84,defense_vs_attack,420.000000,460.000000,1,1,0,1
94,baseline,120.000000,160.000000,0,0,0,1
94,attack_only,220.000000,260.000000,0,1,1,1
94,defense_only,320.000000,360.000000,1,0,0,1
94,defense_vs_attack,420.000000,460.000000,1,1,0,1
95,baseline,120.000000,160.000000,0,0,1,1
95,attack_only,220.000000,260.000000,0,1,1,1
95,defense_only,320.000000,360.000000,1,0,1,1
95,defense_vs_attack,420.000000,460.000000,1,1,0,1
101,baseline,120.000000,160.000000,0,0,0,1
101,attack_only,220.000000,260.000000,0,1,0,1
101,defense_only,320.000000,360.000000,1,0,0,1
101,defense_vs_attack,420.000000,460.000000,1,1,0,1
105,baseline,120.000000,160.000000,0,0,0,1
105,attack_only,220.000000,260.000000,0,1,0,1
105,defense_only,320.000000,360.000000,1,0,0,1
105,defense_vs_attack,420.000000,460.000000,1,1,0,1
107,baseline,120.000000,160.000000,0,0,0,1
107,attack_only,220.000000,260.000000,0,1,0,1
107,defense_only,320.000000,360.000000,1,0,0,1
107,defense_vs_attack,420.000000,460.000000,1,1,0,1
109,baseline,120.000000,160.000000,0,0,0,1
109,attack_only,220.000000,260.000000,0,1,0,1
109,defense_only,320.000000,360.000000,1,0,0,1
109,defense_vs_attack,420.000000,460.000000,1,1,0,1
110,baseline,120.000000,160.000000,0,0,0,1
110,attack_only,220.000000,260.000000,0,1,0,1
110,defense_only,320.000000,360.000000,1,0,0,1
110,defense_vs_attack,420.000000,460.000000,1,1,0,1
111,baseline,120.000000,160.000000,0,0,0,1
111,attack_only,220.000000,260.000000,0,1,0,1
111,defense_only,320.000000,360.000000,1,0,0,1
111,defense_vs_attack,420.000000,460.000000,1,1,0,1
113,baseline,120.000000,160.000000,0,0,0,1
113,attack_only,220.000000,260.000000,0,1,1,1
113,defense_only,320.000000,360.000000,1,0,0,1
113,defense_vs_attack,420.000000,460.000000,1,1,0,1
116,baseline,120.000000,160.000000,0,0,0,1
116,attack_only,220.000000,260.000000,0,1,0,1
116,defense_only,320.000000,360.000000,1,0,0,1
116,defense_vs_attack,420.000000,460.000000,1,1,0,1
119,baseline,120.000000,160.000000,0,0,0,1
119,attack_only,220.000000,260.000000,0,1,0,1
119,defense_only,320.000000,360.000000,1,0,0,1
119,defense_vs_attack,420.000000,460.000000,1,1,0,1
122,baseline,120.000000,160.000000,0,0,0,1
122,attack_only,220.000000,260.000000,0,1,0,1
122,defense_only,320.000000,360.000000,1,0,0,1
122,defense_vs_attack,420.000000,460.000000,1,1,0,1
125,baseline,120.000000,160.000000,0,0,0,1
125,attack_only,220.000000,260.000000,0,1,0,1
125,defense_only,320.000000,360.000000,1,0,1,1
125,defense_vs_attack,420.000000,460.000000,1,1,0,1
129,baseline,120.000000,160.000000,0,0,0,1
129,attack_only,220.000000,260.000000,0,1,0,1
129,defense_only,320.000000,360.000000,1,0,0,1
129,defense_vs_attack,420.000000,460.000000,1,1,0,1
132,baseline,120.000000,160.000000,0,0,0,1
132,attack_only,220.000000,260.000000,0,1,0,1
132,defense_only,320.000000,360.000000,1,0,0,1
132,defense_vs_attack,420.000000,460.000000,1,1,0,1
141,baseline,120.000000,160.000000,0,0,1,1
141,attack_only,220.000000,260.000000,0,1,1,1
141,defense_only,320.000000,360.000000,1,0,1,1
141,defense_vs_attack,420.000000,460.000000,1,1,0,1
148,baseline,120.000000,160.000000,0,0,0,1
148,attack_only,220.000000,260.000000,0,1,1,1
148,defense_only,320.000000,360.000000,1,0,0,1
148,defense_vs_attack,420.000000,460.000000,1,1,0,1
151,baseline,120.000000,160.000000,0,0,0,1
151,attack_only,220.000000,260.000000,0,1,0,1
151,defense_only,320.000000,360.000000,1,0,0,1
151,defense_vs_attack,420.000000,460.000000,1,1,0,1
152,baseline,120.000000,160.000000,0,0,0,1
152,attack_only,220.000000,260.000000,0,1,0,1
152,defense_only,320.000000,360.000000,1,0,0,1
152,defense_vs_attack,420.000000,460.000000,1,1,0,1
154,baseline,120.000000,160.000000,0,0,0,1
154,attack_only,220.000000,260.000000,0,1,0,1
154,defense_only,320.000000,360.000000,1,0,0,1
154,defense_vs_attack,420.000000,460.000000,1,1,0,1
157,baseline,120.000000,160.000000,0,0,1,1
157,attack_only,220.000000,260.000000,0,1,1,1
157,defense_only,320.000000,360.000000,1,0,1,1
157,defense_vs_attack,420.000000,460.000000,1,1,0,1
164,baseline,120.000000,160.000000,0,0,0,1
164,attack_only,220.000000,260.000000,0,1,0,1
164,defense_only,320.000000,360.000000,1,0,0,1
164,defense_vs_attack,420.000000,460.000000,1,1,0,1
167,baseline,120.000000,160.000000,0,0,0,1
167,attack_only,220.000000,260.000000,0,1,1,1
167,defense_only,320.000000,360.000000,1,0,0,1
167,defense_vs_attack,420.000000,460.000000,1,1,0,1
170,baseline,120.000000,160.000000,0,0,1,1
170,attack_only,220.000000,260.000000,0,1,1,1
170,defense_only,320.000000,360.000000,1,0,1,1
170,defense_vs_attack,420.000000,460.000000,1,1,0,1
171,baseline,120.000000,160.000000,0,0,1,1
171,attack_only,220.000000,260.000000,0,1,1,1
171,defense_only,320.000000,360.000000,1,0,1,1
171,defense_vs_attack,420.000000,460.000000,1,1,0,1
172,baseline,120.000000,160.000000,0,0,0,1
172,attack_only,220.000000,260.000000,0,1,0,1
172,defense_only,320.000000,360.000000,1,0,0,1
172,defense_vs_attack,420.000000,460.000000,1,1,0,1
174,baseline,120.000000,160.000000,0,0,0,1
174,attack_only,220.000000,260.000000,0,1,0,1
174,defense_only,320.000000,360.000000,1,0,0,1
174,defense_vs_attack,420.000000,460.000000,1,1,0,1
177,baseline,120.000000,160.000000,0,0,0,1
177,attack_only,220.000000,260.000000,0,1,0,1
177,defense_only,320.000000,360.000000,1,0,0,1
177,defense_vs_attack,420.000000,460.000000,1,1,0,1
188,baseline,120.000000,160.000000,0,0,1,1
188,attack_only,220.000000,260.000000,0,1,1,1
188,defense_only,320.000000,360.000000,1,0,1,1
188,defense_vs_attack,420.000000,460.000000,1,1,0,1
191,baseline,120.000000,160.000000,0,0,0,1
191,attack_only,220.000000,260.000000,0,1,1,1
191,defense_only,320.000000,360.000000,1,0,0,1
191,defense_vs_attack,420.000000,460.000000,1,1,0,1
193,baseline,120.000000,160.000000,0,0,0,1
193,attack_only,220.000000,260.000000,0,1,0,1
193,defense_only,320.000000,360.000000,1,0,0,1
193,defense_vs_attack,420.000000,460.000000,1,1,0,1
196,baseline,120.000000,160.000000,0,0,0,1
196,attack_only,220.000000,260.000000,0,1,0,1
196,defense_only,320.000000,360.000000,1,0,0,1
196,defense_vs_attack,420.000000,460.000000,1,1,0,1
200,baseline,120.000000,160.000000,0,0,0,1
200,attack_only,220.000000,260.000000,0,1,0,1
200,defense_only,320.000000,360.000000,1,0,0,1
200,defense_vs_attack,420.000000,460.000000,1,1,0,1
201,baseline,120.000000,160.000000,0,0,0,1
201,attack_only,220.000000,260.000000,0,1,0,1
201,defense_only,320.000000,360.000000,1,0,0,1
201,defense_vs_attack,420.000000,460.000000,1,1,0,1
206,baseline,120.000000,160.000000,0,0,0,1
206,attack_only,220.000000,260.000000,0,1,1,1
206,defense_only,320.000000,360.000000,1,0,0,1
206,defense_vs_attack,420.000000,460.000000,1,1,0,1
208,baseline,120.000000,160.000000,0,0,1,1
208,attack_only,220.000000,260.000000,0,1,1,1
208,defense_only,320.000000,360.000000,1,0,1,1
208,defense_vs_attack,420.000000,460.000000,1,1,0,1
202,baseline,120.000000,160.000000,0,0,0,1
202,attack_only,220.000000,260.000000,0,1,0,1
202,defense_only,320.000000,360.000000,1,0,0,1
202,defense_vs_attack,420.000000,460.000000,1,1,0,1
210,baseline,120.000000,160.000000,0,0,0,1
210,attack_only,220.000000,260.000000,0,1,0,1
210,defense_only,320.000000,360.000000,1,0,0,1
210,defense_vs_attack,420.000000,460.000000,1,1,0,1
207,baseline,120.000000,160.000000,0,0,1,1
207,attack_only,220.000000,260.000000,0,1,1,1
207,defense_only,320.000000,360.000000,1,0,1,1
207,defense_vs_attack,420.000000,460.000000,1,1,0,1
215,baseline,120.000000,160.000000,0,0,0,1
215,attack_only,220.000000,260.000000,0,1,0,1
215,defense_only,320.000000,360.000000,1,0,0,1
215,defense_vs_attack,420.000000,460.000000,1,1,0,1
212,baseline,120.000000,160.000000,0,0,1,1
212,attack_only,220.000000,260.000000,0,1,1,1
212,defense_only,320.000000,360.000000,1,0,1,1
212,defense_vs_attack,420.000000,460.000000,1,1,0,1
219,baseline,120.000000,160.000000,0,0,0,1
219,attack_only,220.000000,260.000000,0,1,0,1
219,defense_only,320.000000,360.000000,1,0,0,1
219,defense_vs_attack,420.000000,460.000000,1,1,0,1
229,baseline,120.000000,160.000000,0,0,0,1
229,attack_only,220.000000,260.000000,0,1,0,1
229,defense_only,320.000000,360.000000,1,0,0,1
229,defense_vs_attack,420.000000,460.000000,1,1,0,1
236,baseline,120.000000,160.000000,0,0,1,1
236,attack_only,220.000000,260.000000,0,1,1,1
236,defense_only,320.000000,360.000000,1,0,1,1
236,defense_vs_attack,420.000000,460.000000,1,1,0,1
243,baseline,120.000000,160.000000,0,0,0,1
243,attack_only,220.000000,260.000000,0,1,1,1
243,defense_only,320.000000,360.000000,1,0,0,1
243,defense_vs_attack,420.000000,460.000000,1,1,0,1
239,baseline,120.000000,160.000000,0,0,0,1
239,attack_only,220.000000,260.000000,0,1,0,1
239,defense_only,320.000000,360.000000,1,0,0,1
239,defense_vs_attack,420.000000,460.000000,1,1,0,1
249,baseline,120.000000,160.000000,0,0,0,1
249,attack_only,220.000000,260.000000,0,1,0,1
249,defense_only,320.000000,360.000000,1,0,0,1
249,defense_vs_attack,420.000000,460.000000,1,1,0,1
262,baseline,120.000000,160.000000,0,0,1,1
262,attack_only,220.000000,260.000000,0,1,1,1
262,defense_only,320.000000,360.000000,1,0,1,1
262,defense_vs_attack,420.000000,460.000000,1,1,0,1
258,baseline,120.000000,160.000000,0,0,0,1
258,attack_only,220.000000,260.000000,0,1,0,1
258,defense_only,320.000000,360.000000,1,0,0,1
258,defense_vs_attack,420.000000,460.000000,1,1,0,1
264,baseline,120.000000,160.000000,0,0,0,1
264,attack_only,220.000000,260.000000,0,1,0,1
264,defense_only,320.000000,360.000000,1,0,0,1
264,defense_vs_attack,420.000000,460.000000,1,1,0,1
259,baseline,120.000000,160.000000,0,0,0,1
259,attack_only,220.000000,260.000000,0,1,0,1
259,defense_only,320.000000,360.000000,1,0,0,1
259,defense_vs_attack,420.000000,460.000000,1,1,0,1
266,baseline,120.000000,160.000000,0,0,0,1
266,attack_only,220.000000,260.000000,0,1,0,1
266,defense_only,320.000000,360.000000,1,0,0,1
266,defense_vs_attack,420.000000,460.000000,1,1,0,1
265,baseline,120.000000,160.000000,0,0,0,1
265,attack_only,220.000000,260.000000,0,1,0,1
265,defense_only,320.000000,360.000000,1,0,0,1
265,defense_vs_attack,420.000000,460.000000,1,1,0,1
268,baseline,120.000000,160.000000,0,0,0,1
268,attack_only,220.000000,260.000000,0,1,0,1
268,defense_only,320.000000,360.000000,1,0,0,1
268,defense_vs_attack,420.000000,460.000000,1,1,0,1
269,baseline,120.000000,160.000000,0,0,0,1
269,attack_only,220.000000,260.000000,0,1,0,1
269,defense_only,320.000000,360.000000,1,0,0,1
269,defense_vs_attack,420.000000,460.000000,1,1,0,1
272,baseline,120.000000,160.000000,0,0,0,1
272,attack_only,220.000000,260.000000,0,1,0,1
272,defense_only,320.000000,360.000000,1,0,0,1
272,defense_vs_attack,420.000000,460.000000,1,1,0,1
271,baseline,120.000000,160.000000,0,0,0,1
271,attack_only,220.000000,260.000000,0,1,0,1
271,defense_only,320.000000,360.000000,1,0,0,1
271,defense_vs_attack,420.000000,460.000000,1,1,0,1
273,baseline,120.000000,160.000000,0,0,0,1
273,attack_only,220.000000,260.000000,0,1,1,1
273,defense_only,320.000000,360.000000,1,0,1,1
273,defense_vs_attack,420.000000,460.000000,1,1,0,1
279,baseline,120.000000,160.000000,0,0,0,1
279,attack_only,220.000000,260.000000,0,1,1,1
279,defense_only,320.000000,360.000000,1,0,0,1
279,defense_vs_attack,420.000000,460.000000,1,1,0,1
285,baseline,120.000000,160.000000,0,0,1,1
285,attack_only,220.000000,260.000000,0,1,1,1
285,defense_only,320.000000,360.000000,1,0,1,1
285,defense_vs_attack,420.000000,460.000000,1,1,0,1
286,baseline,120.000000,160.000000,0,0,0,1
286,attack_only,220.000000,260.000000,0,1,0,1
286,defense_only,320.000000,360.000000,1,0,0,1
286,defense_vs_attack,420.000000,460.000000,1,1,0,1
283,baseline,120.000000,160.000000,0,0,0,1
283,attack_only,220.000000,260.000000,0,1,0,1
283,defense_only,320.000000,360.000000,1,0,0,1
283,defense_vs_attack,420.000000,460.000000,1,1,0,1
287,baseline,120.000000,160.000000,0,0,0,1
287,attack_only,220.000000,260.000000,0,1,0,1
287,defense_only,320.000000,360.000000,1,0,0,1
287,defense_vs_attack,420.000000,460.000000,1,1,0,1
293,baseline,120.000000,160.000000,0,0,0,1
293,attack_only,220.000000,260.000000,0,1,0,1
293,defense_only,320.000000,360.000000,1,0,0,1
293,defense_vs_attack,420.000000,460.000000,1,1,0,1
294,baseline,120.000000,160.000000,0,0,0,1
294,attack_only,220.000000,260.000000,0,1,0,1
294,defense_only,320.000000,360.000000,1,0,1,1
294,defense_vs_attack,420.000000,460.000000,1,1,0,1
298,baseline,120.000000,160.000000,0,0,0,1
298,attack_only,220.000000,260.000000,0,1,1,1
298,defense_only,320.000000,360.000000,1,0,1,1
298,defense_vs_attack,420.000000,460.000000,1,1,0,1
297,baseline,120.000000,160.000000,0,0,0,1
297,attack_only,220.000000,260.000000,0,1,0,1
297,defense_only,320.000000,360.000000,1,0,0,1
297,defense_vs_attack,420.000000,460.000000,1,1,0,1
308,baseline,120.000000,160.000000,0,0,0,1
308,attack_only,220.000000,260.000000,0,1,0,1
308,defense_only,320.000000,360.000000,1,0,0,1
308,defense_vs_attack,420.000000,460.000000,1,1,0,1
307,baseline,120.000000,160.000000,0,0,0,1
307,attack_only,220.000000,260.000000,0,1,0,1
307,defense_only,320.000000,360.000000,1,0,0,1
307,defense_vs_attack,420.000000,460.000000,1,1,0,1
310,baseline,120.000000,160.000000,0,0,0,1
310,attack_only,220.000000,260.000000,0,1,0,1
310,defense_only,320.000000,360.000000,1,0,0,1
310,defense_vs_attack,420.000000,460.000000,1,1,0,1
316,baseline,120.000000,160.000000,0,0,0,1
316,attack_only,220.000000,260.000000,0,1,1,1
316,defense_only,320.000000,360.000000,1,0,0,1
316,defense_vs_attack,420.000000,460.000000,1,1,0,1
317,baseline,120.000000,160.000000,0,0,0,1
317,attack_only,220.000000,260.000000,0,1,0,1
317,defense_only,320.000000,360.000000,1,0,0,1
317,defense_vs_attack,420.000000,460.000000,1,1,0,1
319,baseline,120.000000,160.000000,0,0,0,1
319,attack_only,220.000000,260.000000,0,1,0,1
319,defense_only,320.000000,360.000000,1,0,0,1
319,defense_vs_attack,420.000000,460.000000,1,1,0,1
321,baseline,120.000000,160.000000,0,0,1,1
321,attack_only,220.000000,260.000000,0,1,1,1
321,defense_only,320.000000,360.000000,1,0,1,1
321,defense_vs_attack,420.000000,460.000000,1,1,0,1
322,baseline,120.000000,160.000000,0,0,1,1
322,attack_only,220.000000,260.000000,0,1,1,1
322,defense_only,320.000000,360.000000,1,0,1,1
322,defense_vs_attack,420.000000,460.000000,1,1,0,1
323,baseline,120.000000,160.000000,0,0,0,1
323,attack_only,220.000000,260.000000,0,1,0,1
323,defense_only,320.000000,360.000000,1,0,0,1
323,defense_vs_attack,420.000000,460.000000,1,1,0,1
330,baseline,120.000000,160.000000,0,0,0,1
330,attack_only,220.000000,260.000000,0,1,1,1
330,defense_only,320.000000,360.000000,1,0,0,1
330,defense_vs_attack,420.000000,460.000000,1,1,0,1
327,baseline,120.000000,160.000000,0,0,0,1
327,attack_only,220.000000,260.000000,0,1,0,1
327,defense_only,320.000000,360.000000,1,0,0,1
327,defense_vs_attack,420.000000,460.000000,1,1,0,1
331,baseline,120.000000,160.000000,0,0,0,1
331,attack_only,220.000000,260.000000,0,1,0,1
331,defense_only,320.000000,360.000000,1,0,0,1
331,defense_vs_attack,420.000000,460.000000,1,1,0,1
333,baseline,120.000000,160.000000,0,0,0,1
333,attack_only,220.000000,260.000000,0,1,0,1
333,defense_only,320.000000,360.000000,1,0,0,1
333,defense_vs_attack,420.000000,460.000000,1,1,0,1
334,baseline,120.000000,160.000000,0,0,1,1
334,attack_only,220.000000,260.000000,0,1,1,1
334,defense_only,320.000000,360.000000,1,0,1,1
334,defense_vs_attack,420.000000,460.000000,1,1,0,1
337,baseline,120.000000,160.000000,0,0,0,1
337,attack_only,220.000000,260.000000,0,1,0,1
337,defense_only,320.000000,360.000000,1,0,0,1
337,defense_vs_attack,420.000000,460.000000,1,1,0,1
341,baseline,120.000000,160.000000,0,0,0,1
341,attack_only,220.000000,260.000000,0,1,0,1
341,defense_only,320.000000,360.000000,1,0,0,1
341,defense_vs_attack,420.000000,460.000000,1,1,0,1
340,baseline,120.000000,160.000000,0,0,0,1
340,attack_only,220.000000,260.000000,0,1,1,1
340,defense_only,320.000000,360.000000,1,0,1,1
340,defense_vs_attack,420.000000,460.000000,1,1,0,1
350,baseline,120.000000,160.000000,0,0,1,1
350,attack_only,220.000000,260.000000,0,1,1,1
350,defense_only,320.000000,360.000000,1,0,1,1
350,defense_vs_attack,420.000000,460.000000,1,1,0,1
354,baseline,120.000000,160.000000,0,0,0,1
354,attack_only,220.000000,260.000000,0,1,1,1
354,defense_only,320.000000,360.000000,1,0,1,1
354,defense_vs_attack,420.000000,460.000000,1,1,0,1
362,baseline,120.000000,160.000000,0,0,0,1
362,attack_only,220.000000,260.000000,0,1,1,1
362,defense_only,320.000000,360.000000,1,0,0,1
362,defense_vs_attack,420.000000,460.000000,1,1,0,1
363,baseline,120.000000,160.000000,0,0,1,1
363,attack_only,220.000000,260.000000,0,1,1,1
363,defense_only,320.000000,360.000000,1,0,1,1
363,defense_vs_attack,420.000000,460.000000,1,1,0,1
365,baseline,120.000000,160.000000,0,0,1,1
365,attack_only,220.000000,260.000000,0,1,1,1
365,defense_only,320.000000,360.000000,1,0,1,1
365,defense_vs_attack,420.000000,460.000000,1,1,0,1
372,baseline,120.000000,160.000000,0,0,0,1
372,attack_only,220.000000,260.000000,0,1,0,1
372,defense_only,320.000000,360.000000,1,0,0,1
372,defense_vs_attack,420.000000,460.000000,1,1,0,1
373,baseline,120.000000,160.000000,0,0,0,1
373,attack_only,220.000000,260.000000,0,1,1,1
373,defense_only,320.000000,360.000000,1,0,0,1
373,defense_vs_attack,420.000000,460.000000,1,1,0,1
374,baseline,120.000000,160.000000,0,0,0,1
374,attack_only,220.000000,260.000000,0,1,0,1
374,defense_only,320.000000,360.000000,1,0,0,1
374,defense_vs_attack,420.000000,460.000000,1,1,0,1
377,baseline,120.000000,160.000000,0,0,0,1
377,attack_only,220.000000,260.000000,0,1,1,1
377,defense_only,320.000000,360.000000,1,0,0,1
377,defense_vs_attack,420.000000,460.000000,1,1,0,1
381,baseline,120.000000,160.000000,0,0,0,1
381,attack_only,220.000000,260.000000,0,1,0,1
381,defense_only,320.000000,360.000000,1,0,0,1
381,defense_vs_attack,420.000000,460.000000,1,1,0,1
385,baseline,120.000000,160.000000,0,0,1,1
385,attack_only,220.000000,260.000000,0,1,1,1
385,defense_only,320.000000,360.000000,1,0,1,1
385,defense_vs_attack,420.000000,460.000000,1,1,0,1
387,baseline,120.000000,160.000000,0,0,0,1
387,attack_only,220.000000,260.000000,0,1,0,1
387,defense_only,320.000000,360.000000,1,0,0,1
387,defense_vs_attack,420.000000,460.000000,1,1,0,1
392,baseline,120.000000,160.000000,0,0,0,1
392,attack_only,220.000000,260.000000,0,1,1,1
392,defense_only,320.000000,360.000000,1,0,1,1
392,defense_vs_attack,420.000000,460.000000,1,1,0,1
391,baseline,120.000000,160.000000,0,0,0,1
391,attack_only,220.000000,260.000000,0,1,0,1
391,defense_only,320.000000,360.000000,1,0,0,1
391,defense_vs_attack,420.000000,460.000000,1,1,0,1
397,baseline,120.000000,160.000000,0,0,1,1
397,attack_only,220.000000,260.000000,0,1,1,1
397,defense_only,320.000000,360.000000,1,0,1,1
397,defense_vs_attack,420.000000,460.000000,1,1,0,1
396,baseline,120.000000,160.000000,0,0,0,1
396,attack_only,220.000000,260.000000,0,1,0,1
396,defense_only,320.000000,360.000000,1,0,0,1
396,defense_vs_attack,420.000000,460.000000,1,1,0,1
393,baseline,120.000000,160.000000,0,0,0,1
393,attack_only,220.000000,260.000000,0,1,0,1
393,defense_only,320.000000,360.000000,1,0,0,1
393,defense_vs_attack,420.000000,460.000000,1,1,0,1
399,baseline,120.000000,160.000000,0,0,0,1
399,attack_only,220.000000,260.000000,0,1,0,1
399,defense_only,320.000000,360.000000,1,0,0,1
399,defense_vs_attack,420.000000,460.000000,1,1,0,1
401,baseline,120.000000,160.000000,0,0,0,1
401,attack_only,220.000000,260.000000,0,1,0,1
401,defense_only,320.000000,360.000000,1,0,0,1
401,defense_vs_attack,420.000000,460.000000,1,1,0,1
402,baseline,120.000000,160.000000,0,0,0,1
402,attack_only,220.000000,260.000000,0,1,0,1
402,defense_only,320.000000,360.000000,1,0,0,1
402,defense_vs_attack,420.000000,460.000000,1,1,0,1
403,baseline,120.000000,160.000000,0,0,0,1
403,attack_only,220.000000,260.000000,0,1,0,1
403,defense_only,320.000000,360.000000,1,0,0,1
403,defense_vs_attack,420.000000,460.000000,1,1,0,1
404,baseline,120.000000,160.000000,0,0,0,1
404,attack_only,220.000000,260.000000,0,1,0,1
404,defense_only,320.000000,360.000000,1,0,0,1
404,defense_vs_attack,420.000000,460.000000,1,1,0,1
405,baseline,120.000000,160.000000,0,0,0,1
405,attack_only,220.000000,260.000000,0,1,1,1
405,defense_only,320.000000,360.000000,1,0,0,1
405,defense_vs_attack,420.000000,460.000000,1,1,0,1
